GIỐNG - LOẠI,GIỐNG - NHU CẦU,GIỐNG - TỈNH THÀNH,QUẬN HUYỆN,GIÁ - TRIỆU ĐỒNG,DIỆN TÍCH - M2,HƯỚNG,SỐ TẦNG,SỐ PHÒNG,SỐ TOILETS,GIẤY TỜ PHÁP LÝ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2674,,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3941,56.1,Đông Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4424,,Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3826,101.3,Nam,,,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4278,119.1,,,1,,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 2,4922,49.5,,,,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3018,81.7,Tây Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3781,,Đông,,1,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2222,137.1,,,4,3,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Tân Bình,3411,40.3,Đông Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2240,52.5,Đông Nam,,3,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4138,45.7,,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1870,144.6,Tây Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1814,145.9,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3866,61.2,Đông,,2,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,2670,64.9,,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3310,51.2,Nam,,1,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4416,108.1,Tây,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2000,67.5,,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4354,81.2,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5035,48.7,,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4205,55.4,Đông Bắc,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2342,81.1,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3217,117.8,Tây Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3063,103.5,Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4668,84.5,,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4604,71.4,Bắc,,3,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3566,67.0,Bắc,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4795,116.8,,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4225,,Đông Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2730,,Tây Bắc,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3911,115.4,Đông Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3173,73.2,Bắc,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4090,114.3,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4401,90.8,,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2638,73.6,,,2,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1644,106.0,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4958,51.4,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3101,129.6,,,1,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3552,62.4,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5975,78.3,Nam,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3637,42.1,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4027,92.2,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,,33.0,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3643,86.7,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4120,53.3,,,1,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3770,44.1,Bắc,,1,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4377,95.3,Đông Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4449,75.2,Bắc,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3149,46.2,Đông,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2162,124.2,,,1,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4411,115.9,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3706,101.6,,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,6434,75.1,Tây Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2914,112.1,,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4240,47.1,Đông Bắc,,1,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5841,29.3,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3636,88.7,Đông,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4404,,Tây,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3866,80.7,Tây Bắc,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2732,64.3,Đông Bắc,,,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4632,64.0,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3766,102.2,Đông Bắc,,,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3962,55.9,,,1,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4876,45.6,Tây Nam,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,2958,107.9,Tây,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4272,89.3,Tây Bắc,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2861,50.8,Đông Nam,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4531,76.7,Bắc,,1,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5330,49.5,Bắc,,,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4611,51.7,Tây Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4589,108.7,,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5404,,Tây Nam,,,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3615,94.4,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3791,,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,,82.6,Đông Nam,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4197,47.9,Nam,,2,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2698,84.6,Bắc,,2,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2728,50.5,,,1,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,,60.4,,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2215,97.6,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2561,,Bắc,,4,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5311,68.3,Tây Nam,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3682,47.5,Tây Bắc,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,2972,70.7,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2907,135.3,Đông Nam,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3138,84.7,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5082,115.4,,,1,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2582,89.3,Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3993,61.6,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3456,55.2,Tây Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2703,98.3,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4473,115.7,Tây Bắc,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5121,117.0,Tây Bắc,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3323,99.1,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4407,105.9,Tây,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4966,,Bắc,,1,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2945,111.8,Nam,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4515,,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2185,134.6,Bắc,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5391,32.7,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3880,104.8,Bắc,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3875,95.1,Tây,,4,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2329,65.4,,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2301,125.3,,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5972,90.0,Bắc,,3,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3994,113.5,Đông Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1833,,Đông Nam,,1,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3832,110.5,Tây,,2,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,2925,67.3,Bắc,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2720,55.2,Tây Bắc,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2381,127.5,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3052,63.2,Tây Nam,,4,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5390,65.6,Nam,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2861,94.7,Tây Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2483,73.6,Đông Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4350,40.2,Tây Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2701,70.0,,,1,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3920,111.8,Tây Nam,,1,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4298,98.2,Đông Nam,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5245,69.0,,,2,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7627,64.6,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,,96.2,Đông Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4522,117.0,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4038,44.7,,,1,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4160,47.4,Tây Nam,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4894,79.8,,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3628,99.5,Đông,,2,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2077,129.8,Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2574,133.4,Tây Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2303,51.5,,,1,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3342,49.3,,,4,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2982,116.8,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3515,88.6,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3365,128.7,Tây,,1,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3694,118.7,Đông Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2410,127.2,Bắc,,4,1,Đang chờ sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Huyện Bình Chánh,1933,98.9,Tây Nam,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,,138.7,,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2620,95.4,,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4060,97.1,,,1,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2610,64.2,,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6008,50.6,Đông Bắc,,,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5433,48.3,Đông Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3709,93.6,Tây Bắc,,1,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3857,116.5,,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3689,74.3,Đông Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3506,109.8,Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4657,65.6,Nam,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5950,49.8,,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3274,128.0,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2157,,,,1,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3518,104.9,Đông,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2166,122.0,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4088,101.3,Đông Bắc,,4,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2846,,,,,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3814,111.2,Đông Bắc,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4328,79.3,Tây,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3255,64.6,Đông Nam,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,2384,42.0,Đông,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,7547,32.2,Bắc,,4,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4432,119.6,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3210,92.6,Tây,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4337,113.6,Tây,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3544,51.7,Nam,,1,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4707,95.9,,,4,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2617,92.8,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3487,109.7,,,1,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3431,55.6,Nam,,,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4070,40.6,Đông Bắc,,,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5876,39.2,Đông Nam,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3279,70.2,Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5685,112.2,Đông,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5919,26.6,Tây Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3460,76.6,Đông Bắc,,4,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4324,,Tây Bắc,,1,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4753,59.0,Tây,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5583,32.8,Nam,,,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3847,79.6,,,1,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,,80.5,Đông Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2339,123.6,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3608,62.9,Tây Nam,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5021,51.2,,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3213,104.5,Tây Nam,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3065,119.0,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3371,51.5,,,4,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5685,88.0,Tây Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4276,63.7,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2335,90.4,Tây Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5724,111.6,Tây,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6745,70.2,Đông Bắc,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2845,107.5,Tây,,1,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4064,65.7,,,2,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3660,115.5,Đông Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3937,87.6,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2392,129.4,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3042,124.4,,,1,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4907,118.9,Tây,,1,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2385,72.3,Bắc,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4338,62.8,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6683,30.1,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2450,108.6,,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3953,88.5,,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,4955,59.2,,,1,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3898,57.1,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5534,50.1,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6488,62.0,Đông,,2,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2779,104.2,Đông,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3493,45.1,Nam,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5840,62.9,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5102,83.5,Đông,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4290,57.1,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3893,100.7,Tây Nam,,,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4290,113.4,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3565,107.9,,,4,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3387,138.2,Tây,,2,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5449,101.9,Tây,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2071,65.4,Bắc,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3641,91.7,Đông Nam,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4488,,,,1,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,5783,58.2,,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3740,72.6,,,1,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1870,125.0,,,2,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5240,114.0,Đông,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4277,119.6,Đông Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,3365,,,,1,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5060,80.9,,,1,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3760,,,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2049,95.1,,,4,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3503,64.4,,,2,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4788,101.5,Tây Nam,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3518,78.3,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4134,88.1,,,4,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1847,89.2,Đông Bắc,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,2000,98.7,,,2,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2776,115.2,,,3,3,
