,Property Type,Transaction Type,City,District,Price (Million VND),Area (m2),Direction,Rooms,Toilets,Legal Papers
18933,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,8752.4,132.0,Null,3.0,2.0,Giấy tờ khác
18934,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7635.1,102.6,Đông,3.0,3.0,Đã có sổ
18935,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5557.6,76.6,Tây Bắc,2.0,1.0,Đã có sổ
18936,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,10826.5,83.5,Tây,2.0,1.0,Đã có sổ
18937,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,11516.9,96.1,Đông,2.0,2.0,Giấy tờ khác
18938,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4185.0,29.3,Null,1.0,1.0,Đã có sổ
18939,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9230.6,87.4,Tây Bắc,3.0,1.0,Giấy tờ khác
18940,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5959.8,46.3,Đông,1.0,1.0,Đang chờ sổ
18941,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,13165.9,102.0,Null,3.0,2.0,Giấy tờ khác
18942,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4925.5,71.8,Tây Nam,2.0,2.0,Đang chờ sổ
18943,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5193.4,50.5,Null,2.0,1.0,Đã có sổ
18944,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7265.3,78.9,Tây,2.0,2.0,Đã có sổ
18945,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5323.1,87.5,Null,3.0,2.0,Đang chờ sổ
18946,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4865.2,40.3,Nam,1.0,1.0,Đã có sổ
18947,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8235.9,49.3,Bắc,2.0,1.0,Giấy tờ khác
18948,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10186.8,86.0,Null,2.0,2.0,Giấy tờ khác
18949,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5944.0,148.2,Đông Nam,4.0,2.0,Đã có sổ
18950,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4530.7,69.9,Nam,1.0,1.0,Giấy tờ khác
18951,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4873.8,25.2,Tây Bắc,1.0,1.0,Đang chờ sổ
18952,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,7862.6,60.3,Null,1.0,1.0,Đang chờ sổ
18953,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7440.6,98.6,Null,2.0,2.0,Đang chờ sổ
18954,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4374.8,52.3,Null,2.0,1.0,Đang chờ sổ
18955,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4122.7,67.2,Tây Bắc,1.0,1.0,Đã có sổ
18956,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9631.5,96.3,Đông Nam,3.0,1.0,Đang chờ sổ
18957,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3010.9,108.7,Null,4.0,2.0,Giấy tờ khác
18958,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7306.1,74.6,Đông Bắc,2.0,2.0,Đang chờ sổ
18959,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7198.0,56.7,Null,1.0,1.0,Đang chờ sổ
18960,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10147.8,113.9,Null,4.0,3.0,Đang chờ sổ
18961,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6558.9,72.6,Tây Nam,3.0,1.0,Đã có sổ
18962,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4581.9,48.8,Null,2.0,1.0,Giấy tờ khác
18963,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,11986.7,100.9,Null,4.0,2.0,Đang chờ sổ
18964,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4274.4,87.9,Đông Nam,3.0,1.0,Giấy tờ khác
18965,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5718.1,83.6,Null,3.0,1.0,Giấy tờ khác
18966,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,7334.8,33.1,Tây Bắc,1.0,1.0,Đang chờ sổ
18967,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6331.4,54.3,Null,1.0,1.0,Đã có sổ
18968,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,12499.7,114.8,Tây Nam,4.0,3.0,Đang chờ sổ
18969,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6834.5,31.5,Null,1.0,1.0,Đang chờ sổ
18970,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,3852.7,27.7,Null,1.0,1.0,Đang chờ sổ
18971,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3853.4,41.6,Bắc,1.0,1.0,Giấy tờ khác
18972,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4265.7,57.0,Tây Bắc,2.0,1.0,Giấy tờ khác
18973,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,14107.0,110.8,Đông,4.0,2.0,Giấy tờ khác
18974,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,11183.9,87.1,Tây Bắc,3.0,2.0,Đang chờ sổ
18975,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5865.6,66.1,Tây Bắc,1.0,1.0,Giấy tờ khác
18976,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4977.0,114.7,Tây Bắc,4.0,2.0,Đang chờ sổ
18977,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4433.0,91.6,Nam,3.0,2.0,Đang chờ sổ
18978,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8245.9,114.8,Bắc,3.0,3.0,Giấy tờ khác
18979,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2731.0,54.0,Đông,2.0,1.0,Đã có sổ
18980,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8462.1,81.1,Tây Bắc,2.0,1.0,Đang chờ sổ
18981,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3074.8,51.2,Bắc,1.0,1.0,Giấy tờ khác
18982,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10506.4,97.6,Tây Nam,3.0,1.0,Giấy tờ khác
18983,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10241.8,113.1,Tây Bắc,4.0,2.0,Giấy tờ khác
18984,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5940.7,88.2,Null,3.0,1.0,Giấy tờ khác
18985,"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 3,10234.2,48.7,Đông Nam,2.0,1.0,Giấy tờ khác
18986,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8778.6,49.7,Null,1.0,1.0,Giấy tờ khác
18987,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,17364.1,78.7,Tây Nam,2.0,1.0,Đang chờ sổ
18988,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,6553.2,122.0,Tây Bắc,4.0,3.0,Đang chờ sổ
18989,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,7665.9,110.3,Null,4.0,3.0,Đang chờ sổ
18990,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6263.9,80.6,Null,2.0,2.0,Đang chờ sổ
18991,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,17631.2,83.3,Đông,3.0,1.0,Giấy tờ khác
18992,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,2821.8,40.2,Bắc,2.0,1.0,Đã có sổ
18993,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4428.7,45.1,Tây Nam,2.0,1.0,Đang chờ sổ
18994,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8740.0,79.5,Tây Nam,3.0,1.0,Đang chờ sổ
18995,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,10768.5,107.0,Đông,3.0,2.0,Đang chờ sổ
18997,"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Huyện Bình Chánh,4829.6,135.2,Null,4.0,3.0,Giấy tờ khác
18998,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11063.1,50.5,Null,1.0,1.0,Đã có sổ
18999,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8930.2,94.4,Null,2.0,1.0,Đang chờ sổ
19000,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4246.1,91.2,Bắc,3.0,2.0,Đang chờ sổ
19001,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6023.0,70.0,Tây Nam,2.0,2.0,Giấy tờ khác
19002,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7987.4,85.6,Nam,2.0,1.0,Đã có sổ
19003,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5728.8,69.4,Nam,1.0,1.0,Đang chờ sổ
19004,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6085.7,63.9,Null,2.0,1.0,Giấy tờ khác
19005,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5187.9,158.8,Đông,3.0,2.0,Giấy tờ khác
19006,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10249.6,82.5,Đông Bắc,3.0,2.0,Đã có sổ
19007,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,9536.2,158.1,Bắc,4.0,3.0,Đang chờ sổ
19008,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7751.0,47.3,Null,2.0,1.0,Giấy tờ khác
19009,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6781.1,53.4,Null,1.0,1.0,Đang chờ sổ
19010,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3915.3,52.1,Tây Nam,2.0,1.0,Giấy tờ khác
19011,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,14450.8,113.4,Đông,4.0,3.0,Giấy tờ khác
19012,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5739.5,154.7,Null,2.0,3.0,Đã có sổ
19013,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5647.1,127.6,Đông Nam,3.0,3.0,Đã có sổ
19014,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,6137.9,59.8,Null,1.0,1.0,Đã có sổ
19015,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,8313.3,107.0,Null,4.0,3.0,Đang chờ sổ
19016,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3030.5,104.4,Đông,3.0,2.0,Đã có sổ
19017,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,6805.5,97.3,Đông,2.0,1.0,Giấy tờ khác
19018,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,6228.9,93.5,Đông,2.0,2.0,Giấy tờ khác
19019,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,17129.5,87.4,Nam,3.0,1.0,Giấy tờ khác
19020,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9311.3,75.1,Null,3.0,2.0,Đã có sổ
19021,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,11968.8,115.8,Tây,3.0,3.0,Đã có sổ
19022,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,6070.1,58.0,Tây Bắc,2.0,1.0,Đang chờ sổ
19023,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6954.5,61.4,Nam,2.0,1.0,Đang chờ sổ
19024,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5850.7,47.3,Null,1.0,1.0,Giấy tờ khác
19025,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,17717.4,72.4,Nam,3.0,2.0,Giấy tờ khác
19026,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11640.8,69.0,Tây,1.0,1.0,Đã có sổ
19027,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7514.6,79.7,Đông,2.0,1.0,Giấy tờ khác
19028,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4602.6,61.8,Null,2.0,1.0,Giấy tờ khác
19029,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,10224.9,60.6,Null,2.0,1.0,Giấy tờ khác
19030,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5175.9,44.9,Tây Bắc,2.0,1.0,Đang chờ sổ
19031,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,10772.2,113.0,Tây,3.0,3.0,Giấy tờ khác
19032,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7196.9,101.7,Nam,3.0,2.0,Đang chờ sổ
19033,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5758.3,158.0,Null,3.0,2.0,Đã có sổ
19034,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4382.2,42.6,Null,2.0,1.0,Giấy tờ khác
19035,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4398.7,86.8,Tây Nam,3.0,2.0,Giấy tờ khác
19036,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9638.0,77.0,Tây Bắc,2.0,1.0,Giấy tờ khác
19037,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2767.2,83.5,Null,3.0,1.0,Giấy tờ khác
19038,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,14005.3,119.4,Đông Nam,4.0,2.0,Giấy tờ khác
19039,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,6959.2,78.7,Tây Bắc,1.0,1.0,Đã có sổ
19040,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,14271.9,64.3,Tây Bắc,1.0,1.0,Giấy tờ khác
19041,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3858.6,132.5,Đông,4.0,2.0,Đang chờ sổ
19042,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5361.2,43.1,Tây Bắc,1.0,1.0,Giấy tờ khác
19043,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6253.6,78.7,Tây Nam,3.0,1.0,Đang chờ sổ
19044,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5947.6,73.7,Null,3.0,1.0,Giấy tờ khác
19045,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3284.8,107.6,Tây Nam,4.0,2.0,Giấy tờ khác
19046,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,9292.4,155.7,Nam,4.0,2.0,Đã có sổ
19047,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,10200.5,73.5,Đông Bắc,2.0,1.0,Giấy tờ khác
19048,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5693.9,97.4,Nam,2.0,1.0,Đã có sổ
19049,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1553.7,60.0,Đông Nam,2.0,1.0,Giấy tờ khác
19050,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7550.8,62.1,Tây,2.0,1.0,Đang chờ sổ
19051,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,4169.1,58.3,Đông Nam,1.0,1.0,Đang chờ sổ
19052,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,11324.9,110.0,Đông Nam,4.0,2.0,Đang chờ sổ
19053,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7696.5,104.9,Đông Nam,3.0,3.0,Đang chờ sổ
19054,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4361.2,28.1,Null,2.0,1.0,Đã có sổ
19055,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10104.8,78.7,Nam,4.0,3.0,Đang chờ sổ
19056,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,12060.3,108.4,Null,4.0,2.0,Đang chờ sổ
19057,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7723.2,100.6,Null,3.0,2.0,Đã có sổ
19058,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5146.4,70.4,Bắc,3.0,2.0,Giấy tờ khác
19059,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,3507.5,44.2,Đông,2.0,1.0,Giấy tờ khác
19060,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7032.0,65.7,Null,2.0,1.0,Giấy tờ khác
19061,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,7007.6,51.4,Bắc,1.0,1.0,Giấy tờ khác
19063,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8959.8,71.1,Tây Bắc,3.0,1.0,Đang chờ sổ
19064,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,6130.2,38.3,Đông Bắc,1.0,1.0,Giấy tờ khác
19065,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6585.4,66.0,Null,1.0,1.0,Đang chờ sổ
19066,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5145.1,40.2,Null,2.0,1.0,Đang chờ sổ
19067,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3640.7,47.8,Null,1.0,1.0,Giấy tờ khác
19068,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5127.3,42.9,Bắc,1.0,1.0,Giấy tờ khác
19069,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,10078.7,106.1,Tây Bắc,2.0,2.0,Đã có sổ
19070,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6623.2,31.9,Tây,1.0,1.0,Giấy tờ khác
19071,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,8175.8,130.9,Đông,3.0,3.0,Đang chờ sổ
19072,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2306.4,72.5,Null,2.0,2.0,Giấy tờ khác
19073,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10281.6,81.7,Đông Nam,2.0,2.0,Giấy tờ khác
19074,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8311.8,68.6,Tây Bắc,1.0,1.0,Đang chờ sổ
19075,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8421.5,39.5,Null,1.0,1.0,Đã có sổ
19076,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,8326.6,130.6,Null,4.0,3.0,Đã có sổ
19077,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,8256.4,136.6,Tây Bắc,3.0,3.0,Giấy tờ khác
19078,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6452.3,55.7,Null,1.0,1.0,Giấy tờ khác
19079,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9857.3,97.8,Đông Bắc,2.0,1.0,Đang chờ sổ
19080,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,1805.8,59.0,Đông Nam,2.0,1.0,Đã có sổ
19081,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3419.3,62.0,Null,2.0,1.0,Đang chờ sổ
19082,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,12242.4,60.7,Bắc,1.0,1.0,Đã có sổ
19083,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4911.9,67.5,Đông Nam,2.0,1.0,Giấy tờ khác
19084,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10762.9,101.2,Bắc,4.0,3.0,Đang chờ sổ
19085,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9272.5,94.0,Null,3.0,2.0,Giấy tờ khác
19086,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9304.5,111.3,Đông Nam,4.0,3.0,Đã có sổ
19087,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6564.0,85.8,Null,2.0,2.0,Đã có sổ
19088,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5577.5,143.2,Null,4.0,2.0,Giấy tờ khác
19089,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8795.1,104.1,Null,3.0,2.0,Giấy tờ khác
19090,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,13470.7,116.9,Đông Bắc,2.0,2.0,Giấy tờ khác
19091,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,17431.7,75.8,Tây Nam,2.0,2.0,Đã có sổ
19092,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8233.2,63.9,Tây Nam,1.0,1.0,Đang chờ sổ
19093,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,12732.7,101.5,Tây Nam,4.0,2.0,Đã có sổ
19094,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6549.6,83.8,Tây,3.0,2.0,Đang chờ sổ
19095,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4248.6,26.5,Null,1.0,1.0,Giấy tờ khác
19096,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,12168.3,109.9,Bắc,3.0,2.0,Đang chờ sổ
19097,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6683.2,92.8,Nam,3.0,2.0,Đã có sổ
19098,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4949.9,110.4,Null,4.0,3.0,Đã có sổ
19099,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4662.2,49.5,Tây,1.0,1.0,Giấy tờ khác
19100,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9879.6,102.2,Null,4.0,3.0,Đang chờ sổ
19101,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,10805.9,79.1,Tây,3.0,2.0,Đang chờ sổ
19102,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,10527.8,83.4,Tây Nam,3.0,1.0,Đã có sổ
19103,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4136.6,76.5,Bắc,3.0,1.0,Giấy tờ khác
19104,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,9167.1,107.9,Tây Bắc,4.0,2.0,Đang chờ sổ
19105,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,9574.3,77.3,Bắc,2.0,1.0,Giấy tờ khác
19106,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,20034.0,86.2,Null,3.0,1.0,Giấy tờ khác
19107,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6737.9,89.9,Đông,2.0,1.0,Giấy tờ khác
19108,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7725.2,76.5,Null,2.0,1.0,Giấy tờ khác
19109,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5415.0,43.5,Đông Nam,1.0,1.0,Đã có sổ
19110,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4716.1,57.2,Null,2.0,1.0,Giấy tờ khác
19111,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8248.1,114.5,Tây,3.0,2.0,Đã có sổ
19112,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8749.4,82.0,Null,3.0,2.0,Đang chờ sổ
19113,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8251.1,101.7,Tây,3.0,3.0,Đang chờ sổ
19114,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,7473.4,137.8,Null,2.0,2.0,Đang chờ sổ
19115,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6083.8,49.9,Null,2.0,1.0,Giấy tờ khác
19116,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,9480.1,113.8,Bắc,4.0,2.0,Đã có sổ
19117,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9309.1,70.5,Tây Bắc,3.0,1.0,Giấy tờ khác
19118,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,11384.4,100.7,Tây Nam,4.0,3.0,Giấy tờ khác
19119,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2923.7,88.6,Null,2.0,1.0,Giấy tờ khác
19120,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,12316.6,99.4,Null,2.0,2.0,Giấy tờ khác
19121,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1893.6,72.1,Tây Nam,3.0,1.0,Đang chờ sổ
19122,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5373.0,60.8,Null,1.0,1.0,Giấy tờ khác
19123,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,5640.7,67.1,Null,1.0,1.0,Giấy tờ khác
19124,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,8100.7,68.0,Bắc,2.0,1.0,Đang chờ sổ
19125,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,6421.2,41.0,Đông,1.0,1.0,Giấy tờ khác
19126,"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,14549.2,113.5,Đông Nam,3.0,2.0,Giấy tờ khác
